model,frame,condition,prediction,region,abs_err_vs_gt,n
E0,0039:0051,clean,fused,sky,nan,0
E0,0039:0051,clean,fused,nonsky,0.04847598448395729,2073599
E0,0039:0051,clean,fused,textureless,0.02382740192115307,8651
E0,0039:0051,clean,fused,textured,0.04857923462986946,2064948
Full,0039:0051,clean,fused,valid,0.04994109272956848,2073599
Full,0039:0051,clean,fused,sky,nan,0
Full,0039:0051,clean,fused,nonsky,0.04994109272956848,2073599
Full,0039:0051,clean,fused,textureless,0.027902301400899887,8651
Full,0039:0051,clean,fused,textured,0.05003340169787407,2064948
Full,0039:0051,clean,stereo_only,valid,0.04991552606225014,2073599
Full,0039:0051,clean,stereo_only,sky,nan,0
Full,0039:0051,clean,stereo_only,nonsky,0.04991552606225014,2073599
Full,0039:0051,clean,stereo_only,textureless,0.027925556525588036,8651
Full,0039:0051,clean,stereo_only,textured,0.05000767484307289,2064948
Full,0039:0051,clean,mono_only,valid,6.374502658843994,2073599
Full,0039:0051,clean,mono_only,sky,nan,0
Full,0039:0051,clean,mono_only,nonsky,6.374502658843994,2073599
Full,0039:0051,clean,mono_only,textureless,10.957396507263184,8651
Full,0039:0051,clean,mono_only,textured,6.355304718017578,2064948
E0,0039:0051,fog,fused,valid,0.0534631609916687,2073599
E0,0039:0051,fog,fused,sky,nan,0
E0,0039:0051,fog,fused,nonsky,0.0534631609916687,2073599
E0,0039:0051,fog,fused,textureless,0.039378102868795395,379017
E0,0039:0051,fog,fused,textured,0.056613463908433914,1694582
Full,0039:0051,fog,fused,valid,0.05329034850001335,2073599
Full,0039:0051,fog,fused,sky,nan,0
Full,0039:0051,fog,fused,nonsky,0.05329034850001335,2073599
Full,0039:0051,fog,fused,textureless,0.033969566226005554,379017
Full,0039:0051,fog,fused,textured,0.05761169269680977,1694582
Full,0039:0051,fog,stereo_only,valid,0.05325555056333542,2073599
Full,0039:0051,fog,stereo_only,sky,nan,0
Full,0039:0051,fog,stereo_only,nonsky,0.05325555056333542,2073599
Full,0039:0051,fog,stereo_only,textureless,0.03387540206313133,379017
Full,0039:0051,fog,stereo_only,textured,0.057590190321207047,1694582
Full,0039:0051,fog,mono_only,valid,3.1126649379730225,2073599
Full,0039:0051,fog,mono_only,sky,nan,0
Full,0039:0051,fog,mono_only,nonsky,3.1126649379730225,2073599
Full,0039:0051,fog,mono_only,textureless,2.318885564804077,379017
Full,0039:0051,fog,mono_only,textured,3.290203332901001,1694582
E0,0039:0051,frost,fused,valid,0.12437164783477783,2073599
E0,0039:0051,frost,fused,sky,nan,0
E0,0039:0051,frost,fused,nonsky,0.12437164783477783,2073599
E0,0039:0051,frost,fused,textureless,0.10146316140890121,17380
E0,0039:0051,frost,fused,textured,0.12456531822681427,2056219
Full,0039:0051,frost,fused,valid,0.09638907015323639,2073599
Full,0039:0051,frost,fused,sky,nan,0
Full,0039:0051,frost,fused,nonsky,0.09638907015323639,2073599
Full,0039:0051,frost,fused,textureless,0.06994524598121643,17380
Full,0039:0051,frost,fused,textured,0.0966126099228859,2056219
Full,0039:0051,frost,stereo_only,valid,0.09643452614545822,2073599
Full,0039:0051,frost,stereo_only,sky,nan,0
Full,0039:0051,frost,stereo_only,nonsky,0.09643452614545822,2073599
Full,0039:0051,frost,stereo_only,textureless,0.07021046429872513,17380
Full,0039:0051,frost,stereo_only,textured,0.09665612876415253,2056219
Full,0039:0051,frost,mono_only,valid,21.109365463256836,2073599
Full,0039:0051,frost,mono_only,sky,nan,0
Full,0039:0051,frost,mono_only,nonsky,21.109365463256836,2073599
Full,0039:0051,frost,mono_only,textureless,18.542783737182617,17380
Full,0039:0051,frost,mono_only,textured,21.13105583190918,2056219
E0,0039:0051,snow,fused,valid,8.300504684448242,2073599
E0,0039:0051,snow,fused,sky,nan,0
E0,0039:0051,snow,fused,nonsky,8.300504684448242,2073599
E0,0039:0051,snow,fused,textureless,0.22130408883094788,26
E0,0039:0051,snow,fused,textured,8.300605773925781,2073573
Full,0039:0051,snow,fused,valid,0.18742728233337402,2073599
Full,0039:0051,snow,fused,sky,nan,0
Full,0039:0051,snow,fused,nonsky,0.18742728233337402,2073599
Full,0039:0051,snow,fused,textureless,0.11688701808452606,26
Full,0039:0051,snow,fused,textured,0.18742810189723969,2073573
Full,0039:0051,snow,stereo_only,valid,0.18727613985538483,2073599
Full,0039:0051,snow,stereo_only,sky,nan,0
Full,0039:0051,snow,stereo_only,nonsky,0.18727613985538483,2073599
Full,0039:0051,snow,stereo_only,textureless,0.11613582074642181,26
Full,0039:0051,snow,stereo_only,textured,0.18727703392505646,2073573
Full,0039:0051,snow,mono_only,valid,15.299959182739258,2073599
Full,0039:0051,snow,mono_only,sky,nan,0
Full,0039:0051,snow,mono_only,nonsky,15.299959182739258,2073599
Full,0039:0051,snow,mono_only,textureless,6.071364402770996,26
Full,0039:0051,snow,mono_only,textured,15.300073623657227,2073573
E0,0039:0063,clean,fused,valid,0.049693912267684937,2073600
E0,0039:0063,clean,fused,sky,nan,0
E0,0039:0063,clean,fused,nonsky,0.049693912267684937,2073600
E0,0039:0063,clean,fused,textureless,0.02382047474384308,8935
E0,0039:0063,clean,fused,textured,0.049805887043476105,2064665
Full,0039:0063,clean,fused,valid,0.050942953675985336,2073600
Full,0039:0063,clean,fused,sky,nan,0
Full,0039:0063,clean,fused,nonsky,0.050942953675985336,2073600
Full,0039:0063,clean,fused,textureless,0.029560934752225876,8935
Full,0039:0063,clean,fused,textured,0.05103548243641853,2064665
Full,0039:0063,clean,stereo_only,valid,0.05091320723295212,2073600
Full,0039:0063,clean,stereo_only,sky,nan,0
Full,0039:0063,clean,stereo_only,nonsky,0.05091320723295212,2073600
Full,0039:0063,clean,stereo_only,textureless,0.02958279475569725,8935
Full,0039:0063,clean,stereo_only,textured,0.0510055273771286,2064665
Full,0039:0063,clean,mono_only,valid,6.253360271453857,2073600
Full,0039:0063,clean,mono_only,sky,nan,0
Full,0039:0063,clean,mono_only,nonsky,6.253360271453857,2073600
Full,0039:0063,clean,mono_only,textureless,12.090144157409668,8935
Full,0039:0063,clean,mono_only,textured,6.228102207183838,2064665
E0,0039:0063,fog,fused,valid,0.05192902684211731,2073600
E0,0039:0063,fog,fused,sky,nan,0
E0,0039:0063,fog,fused,nonsky,0.05192902684211731,2073600
E0,0039:0063,fog,fused,textureless,0.0286195520311594,377275
E0,0039:0063,fog,fused,textured,0.05711325258016586,1696325
Full,0039:0063,fog,fused,valid,0.05429912731051445,2073600
Full,0039:0063,fog,fused,sky,nan,0
Full,0039:0063,fog,fused,nonsky,0.05429912731051445,2073600
Full,0039:0063,fog,fused,textureless,0.03775976225733757,377275
Full,0039:0063,fog,fused,textured,0.05797760561108589,1696325
Full,0039:0063,fog,stereo_only,valid,0.05421016365289688,2073600
Full,0039:0063,fog,stereo_only,sky,nan,0
Full,0039:0063,fog,stereo_only,nonsky,0.05421016365289688,2073600
Full,0039:0063,fog,stereo_only,textureless,0.03747434914112091,377275
Full,0039:0063,fog,stereo_only,textured,0.05793231353163719,1696325
Full,0039:0063,fog,mono_only,valid,3.2088403701782227,2073600
Full,0039:0063,fog,mono_only,sky,nan,0
Full,0039:0063,fog,mono_only,nonsky,3.2088403701782227,2073600
Full,0039:0063,fog,mono_only,textureless,2.6787867546081543,377275
Full,0039:0063,fog,mono_only,textured,3.3267269134521484,1696325
E0,0039:0063,frost,fused,valid,0.4673258662223816,2073600
E0,0039:0063,frost,fused,sky,nan,0
E0,0039:0063,frost,fused,nonsky,0.4673258662223816,2073600
E0,0039:0063,frost,fused,textureless,0.9051513671875,32
E0,0039:0063,frost,fused,textured,0.46731939911842346,2073568
Full,0039:0063,frost,fused,valid,0.11074566841125488,2073600
Full,0039:0063,frost,fused,sky,nan,0
Full,0039:0063,frost,fused,nonsky,0.11074566841125488,2073600
Full,0039:0063,frost,fused,textureless,0.1309814453125,32
Full,0039:0063,frost,fused,textured,0.110745370388031,2073568
Full,0039:0063,frost,stereo_only,valid,0.11083503067493439,2073600
Full,0039:0063,frost,stereo_only,sky,nan,0
Full,0039:0063,frost,stereo_only,nonsky,0.11083503067493439,2073600
Full,0039:0063,frost,stereo_only,textureless,0.12896728515625,32
Full,0039:0063,frost,stereo_only,textured,0.11083468794822693,2073568
Full,0039:0063,frost,mono_only,valid,2.557654857635498,2073600
Full,0039:0063,frost,mono_only,sky,nan,0
Full,0039:0063,frost,mono_only,nonsky,2.557654857635498,2073600
Full,0039:0063,frost,mono_only,textureless,3.097900390625,32
Full,0039:0063,frost,mono_only,textured,2.557645797729492,2073568
E0,0039:0063,snow,fused,valid,0.42557016015052795,2073600
E0,0039:0063,snow,fused,sky,nan,0
E0,0039:0063,snow,fused,nonsky,0.42557016015052795,2073600
E0,0039:0063,snow,fused,textureless,0.36793869733810425,52
E0,0039:0063,snow,fused,textured,0.42557185888290405,2073548
Full,0039:0063,snow,fused,valid,0.19898852705955505,2073600
Full,0039:0063,snow,fused,sky,nan,0
Full,0039:0063,snow,fused,nonsky,0.19898852705955505,2073600
Full,0039:0063,snow,fused,textureless,0.18539664149284363,52
Full,0039:0063,snow,fused,textured,0.1989889144897461,2073548
Full,0039:0063,snow,stereo_only,valid,0.1983633190393448,2073600
Full,0039:0063,snow,stereo_only,sky,nan,0
Full,0039:0063,snow,stereo_only,nonsky,0.1983633190393448,2073600
Full,0039:0063,snow,stereo_only,textureless,0.18644832074642181,52
Full,0039:0063,snow,stereo_only,textured,0.19836357235908508,2073548
Full,0039:0063,snow,mono_only,valid,17.825695037841797,2073600
Full,0039:0063,snow,mono_only,sky,nan,0
Full,0039:0063,snow,mono_only,nonsky,17.825695037841797,2073600
Full,0039:0063,snow,mono_only,textureless,11.62203311920166,52
Full,0039:0063,snow,mono_only,textured,17.82585334777832,2073548
E0,0039:0076,clean,fused,valid,0.04807969182729721,2073600
E0,0039:0076,clean,fused,sky,nan,0
E0,0039:0076,clean,fused,nonsky,0.04807969182729721,2073600
E0,0039:0076,clean,fused,textureless,0.07098746299743652,9089
E0,0039:0076,clean,fused,textured,0.04797886684536934,2064511
Full,0039:0076,clean,fused,valid,0.04965753108263016,2073600
Full,0039:0076,clean,fused,sky,nan,0
Full,0039:0076,clean,fused,nonsky,0.04965753108263016,2073600
Full,0039:0076,clean,fused,textureless,0.08902867883443832,9089
Full,0039:0076,clean,fused,textured,0.049484189599752426,2064511
Full,0039:0076,clean,stereo_only,valid,0.049649711698293686,2073600
Full,0039:0076,clean,stereo_only,sky,nan,0
Full,0039:0076,clean,stereo_only,nonsky,0.049649711698293686,2073600
Full,0039:0076,clean,stereo_only,textureless,0.08909250050783157,9089
Full,0039:0076,clean,stereo_only,textured,0.04947603866457939,2064511
Full,0039:0076,clean,mono_only,valid,5.928213119506836,2073600
Full,0039:0076,clean,mono_only,sky,nan,0
Full,0039:0076,clean,mono_only,nonsky,5.928213119506836,2073600
Full,0039:0076,clean,mono_only,textureless,10.030444145202637,9089
Full,0039:0076,clean,mono_only,textured,5.910160064697266,2064511
E0,0039:0076,fog,fused,valid,0.05616438388824463,2073600
E0,0039:0076,fog,fused,sky,nan,0
E0,0039:0076,fog,fused,nonsky,0.05616438388824463,2073600
E0,0039:0076,fog,fused,textureless,0.055187929421663284,375536
E0,0039:0076,fog,fused,textured,0.05638032406568527,1698064
Full,0039:0076,fog,fused,valid,0.07393953949213028,2073600
Full,0039:0076,fog,fused,sky,nan,0
Full,0039:0076,fog,fused,nonsky,0.07393953949213028,2073600
Full,0039:0076,fog,fused,textureless,0.1510459929704666,375536
Full,0039:0076,fog,fused,textured,0.05688701942563057,1698064
Full,0039:0076,fog,stereo_only,valid,0.0739128515124321,2073600
Full,0039:0076,fog,stereo_only,sky,nan,0
Full,0039:0076,fog,stereo_only,nonsky,0.0739128515124321,2073600
Full,0039:0076,fog,stereo_only,textureless,0.15099942684173584,375536
Full,0039:0076,fog,stereo_only,textured,0.05686477571725845,1698064
Full,0039:0076,fog,mono_only,valid,2.869748115539551,2073600
Full,0039:0076,fog,mono_only,sky,nan,0
Full,0039:0076,fog,mono_only,nonsky,2.869748115539551,2073600
Full,0039:0076,fog,mono_only,textureless,1.7838810682296753,375536
Full,0039:0076,fog,mono_only,textured,3.1098952293395996,1698064
E0,0039:0076,frost,fused,valid,0.16605332493782043,2073600
E0,0039:0076,frost,fused,sky,nan,0
E0,0039:0076,frost,fused,nonsky,0.16605332493782043,2073600
E0,0039:0076,frost,fused,textureless,0.33034104108810425,52
E0,0039:0076,frost,fused,textured,0.16604918241500854,2073548
Full,0039:0076,frost,fused,valid,0.11419955641031265,2073600
Full,0039:0076,frost,fused,sky,nan,0
Full,0039:0076,frost,fused,nonsky,0.11419955641031265,2073600
Full,0039:0076,frost,fused,textureless,0.12312199175357819,52
Full,0039:0076,frost,fused,textured,0.11419932544231415,2073548
Full,0039:0076,frost,stereo_only,valid,0.11398474127054214,2073600
Full,0039:0076,frost,stereo_only,sky,nan,0
Full,0039:0076,frost,stereo_only,nonsky,0.11398474127054214,2073600
Full,0039:0076,frost,stereo_only,textureless,0.12537559866905212,52
Full,0039:0076,frost,stereo_only,textured,0.11398438364267349,2073548
Full,0039:0076,frost,mono_only,valid,2.7464041709899902,2073600
Full,0039:0076,frost,mono_only,sky,nan,0
Full,0039:0076,frost,mono_only,nonsky,2.7464041709899902,2073600
Full,0039:0076,frost,mono_only,textureless,4.04371976852417,52
Full,0039:0076,frost,mono_only,textured,2.746371269226074,2073548
E0,0039:0076,snow,fused,valid,8.755611419677734,2073600
E0,0039:0076,snow,fused,sky,nan,0
E0,0039:0076,snow,fused,nonsky,8.755611419677734,2073600
E0,0039:0076,snow,fused,textureless,0.4345703125,48
E0,0039:0076,snow,fused,textured,8.75579833984375,2073552
Full,0039:0076,snow,fused,valid,0.15396781265735626,2073600
Full,0039:0076,snow,fused,sky,nan,0
Full,0039:0076,snow,fused,nonsky,0.15396781265735626,2073600
Full,0039:0076,snow,fused,textureless,0.1607259064912796,48
Full,0039:0076,snow,fused,textured,0.15396758913993835,2073552
Full,0039:0076,snow,stereo_only,valid,0.15392854809761047,2073600
Full,0039:0076,snow,stereo_only,sky,nan,0
Full,0039:0076,snow,stereo_only,nonsky,0.15392854809761047,2073600
Full,0039:0076,snow,stereo_only,textureless,0.1607666015625,48
Full,0039:0076,snow,stereo_only,textured,0.15392838418483734,2073552
Full,0039:0076,snow,mono_only,valid,10.758401870727539,2073600
Full,0039:0076,snow,mono_only,sky,nan,0
Full,0039:0076,snow,mono_only,nonsky,10.758401870727539,2073600
Full,0039:0076,snow,mono_only,textureless,4.846028804779053,48
Full,0039:0076,snow,mono_only,textured,10.758537292480469,2073552
E0,0045:0001,clean,fused,valid,0.4951098561286926,2073600
E0,0045:0001,clean,fused,sky,0.6606805920600891,870223
E0,0045:0001,clean,fused,nonsky,0.375377357006073,1203377
E0,0045:0001,clean,fused,textureless,0.15155120193958282,518395
E0,0045:0001,clean,fused,textured,0.6096282601356506,1555205
Full,0045:0001,clean,fused,valid,0.5134307742118835,2073600
Full,0045:0001,clean,fused,sky,0.6982071399688721,870223
Full,0045:0001,clean,fused,nonsky,0.3798093795776367,1203377
Full,0045:0001,clean,fused,textureless,0.1953621655702591,518395
Full,0045:0001,clean,fused,textured,0.6194521188735962,1555205
Full,0045:0001,clean,stereo_only,valid,0.5134365558624268,2073600
Full,0045:0001,clean,stereo_only,sky,0.6982307434082031,870223
Full,0045:0001,clean,stereo_only,nonsky,0.3798023462295532,1203377
Full,0045:0001,clean,stereo_only,textureless,0.1955990344285965,518395
Full,0045:0001,clean,stereo_only,textured,0.6193809509277344,1555205
Full,0045:0001,clean,mono_only,valid,9.690642356872559,2073600
Full,0045:0001,clean,mono_only,sky,6.901640892028809,870223
Full,0045:0001,clean,mono_only,nonsky,11.707508087158203,1203377
Full,0045:0001,clean,mono_only,textureless,1.645789384841919,518395
Full,0045:0001,clean,mono_only,textured,12.372223854064941,1555205
E0,0045:0001,fog,fused,valid,11.845703125,2073600
E0,0045:0001,fog,fused,sky,27.677749633789062,870223
E0,0045:0001,fog,fused,nonsky,0.3967522084712982,1203377
E0,0045:0001,fog,fused,textureless,23.937774658203125,992906
E0,0045:0001,fog,fused,textured,0.7358986735343933,1080694
Full,0045:0001,fog,fused,valid,1.1348892450332642,2073600
Full,0045:0001,fog,fused,sky,2.151033401489258,870223
Full,0045:0001,fog,fused,nonsky,0.40006446838378906,1203377
Full,0045:0001,fog,fused,textureless,1.6112275123596191,992906
Full,0045:0001,fog,fused,textured,0.6972466111183167,1080694
Full,0045:0001,fog,stereo_only,valid,1.1352674961090088,2073600
Full,0045:0001,fog,stereo_only,sky,2.151588201522827,870223
Full,0045:0001,fog,stereo_only,nonsky,0.40031445026397705,1203377
Full,0045:0001,fog,stereo_only,textureless,1.6117160320281982,992906
Full,0045:0001,fog,stereo_only,textured,0.6975229978561401,1080694
Full,0045:0001,fog,mono_only,valid,22.71575164794922,2073600
Full,0045:0001,fog,mono_only,sky,0.9598603844642639,870223
Full,0045:0001,fog,mono_only,nonsky,38.44853973388672,1203377
Full,0045:0001,fog,mono_only,textureless,4.583488941192627,992906
Full,0045:0001,fog,mono_only,textured,39.37508010864258,1080694
E0,0045:0001,frost,fused,valid,13.069912910461426,2073600
E0,0045:0001,frost,fused,sky,30.403949737548828,870223
E0,0045:0001,frost,fused,nonsky,0.5348007082939148,1203377
E0,0045:0001,frost,fused,textureless,22.79315757751465,3544
E0,0045:0001,frost,fused,textured,13.053264617919922,2070056
Full,0045:0001,frost,fused,valid,5.93026876449585,2073600
Full,0045:0001,frost,fused,sky,13.342774391174316,870223
Full,0045:0001,frost,fused,nonsky,0.5699005126953125,1203377
Full,0045:0001,frost,fused,textureless,24.777271270751953,3544
Full,0045:0001,frost,fused,textured,5.898000240325928,2070056
Full,0045:0001,frost,stereo_only,valid,5.928811550140381,2073600
Full,0045:0001,frost,stereo_only,sky,13.339741706848145,870223
Full,0045:0001,frost,stereo_only,nonsky,0.5695922374725342,1203377
Full,0045:0001,frost,stereo_only,textureless,24.777069091796875,3544
Full,0045:0001,frost,stereo_only,textured,5.896543025970459,2070056
Full,0045:0001,frost,mono_only,valid,24.9017333984375,2073600
Full,0045:0001,frost,mono_only,sky,41.87739181518555,870223
Full,0045:0001,frost,mono_only,nonsky,12.62578296661377,1203377
Full,0045:0001,frost,mono_only,textureless,39.51935577392578,3544
Full,0045:0001,frost,mono_only,textured,24.876708984375,2070056
E0,0045:0001,snow,fused,valid,6.169646263122559,2073600
E0,0045:0001,snow,fused,sky,13.811854362487793,870223
E0,0045:0001,snow,fused,nonsky,0.6431682705879211,1203377
E0,0045:0001,snow,fused,textureless,1.6309540271759033,32909
E0,0045:0001,snow,fused,textured,6.242835998535156,2040691
Full,0045:0001,snow,fused,valid,1.8383697271347046,2073600
Full,0045:0001,snow,fused,sky,3.4846086502075195,870223
Full,0045:0001,snow,fused,nonsky,0.6478897929191589,1203377
Full,0045:0001,snow,fused,textureless,0.4908584952354431,32909
Full,0045:0001,snow,fused,textured,1.860100269317627,2040691
Full,0045:0001,snow,stereo_only,valid,1.8379933834075928,2073600
Full,0045:0001,snow,stereo_only,sky,3.483983039855957,870223
Full,0045:0001,snow,stereo_only,nonsky,0.6476951241493225,1203377
Full,0045:0001,snow,stereo_only,textureless,0.49096131324768066,32909
Full,0045:0001,snow,stereo_only,textured,1.8597164154052734,2040691
Full,0045:0001,snow,mono_only,valid,14.150931358337402,2073600
Full,0045:0001,snow,mono_only,sky,7.741883277893066,870223
Full,0045:0001,snow,mono_only,nonsky,18.785634994506836,1203377
Full,0045:0001,snow,mono_only,textureless,8.195964813232422,32909
Full,0045:0001,snow,mono_only,textured,14.246964454650879,2040691
E0,0045:0033,clean,fused,valid,0.46247750520706177,2073600
E0,0045:0033,clean,fused,sky,0.6163114905357361,931156
E0,0045:0033,clean,fused,nonsky,0.33709418773651123,1142444
E0,0045:0033,clean,fused,textureless,0.18745847046375275,523813
E0,0045:0033,clean,fused,textured,0.5554312467575073,1549787
Full,0045:0033,clean,fused,valid,0.48548775911331177,2073600
Full,0045:0033,clean,fused,sky,0.6642300486564636,931156
Full,0045:0033,clean,fused,nonsky,0.3398028612136841,1142444
Full,0045:0033,clean,fused,textureless,0.2548463046550751,523813
Full,0045:0033,clean,fused,textured,0.5634422898292542,1549787
Full,0045:0033,clean,stereo_only,valid,0.48555758595466614,2073600
Full,0045:0033,clean,stereo_only,sky,0.6644062995910645,931156
Full,0045:0033,clean,stereo_only,nonsky,0.33978548645973206,1142444
Full,0045:0033,clean,stereo_only,textureless,0.25530070066452026,523813
Full,0045:0033,clean,stereo_only,textured,0.5633821487426758,1549787
Full,0045:0033,clean,mono_only,valid,9.246496200561523,2073600
Full,0045:0033,clean,mono_only,sky,5.838066101074219,931156
Full,0045:0033,clean,mono_only,nonsky,12.024565696716309,1142444
Full,0045:0033,clean,mono_only,textureless,0.5041602253913879,523813
Full,0045:0033,clean,mono_only,textured,12.20132827758789,1549787
E0,0045:0033,fog,fused,valid,0.7786539793014526,2073600
E0,0045:0033,fog,fused,sky,1.273289442062378,931156
E0,0045:0033,fog,fused,nonsky,0.3754992187023163,1142444
E0,0045:0033,fog,fused,textureless,1.0036166906356812,983490
E0,0045:0033,fog,fused,textured,0.5756952166557312,1090110
Full,0045:0033,fog,fused,valid,0.35198256373405457,2073600
Full,0045:0033,fog,fused,sky,0.318697452545166,931156
Full,0045:0033,fog,fused,nonsky,0.3791118562221527,1142444
Full,0045:0033,fog,fused,textureless,0.11215262860059738,983490
Full,0045:0033,fog,fused,textured,0.5683557391166687,1090110
Full,0045:0033,fog,stereo_only,valid,0.35226455330848694,2073600
Full,0045:0033,fog,stereo_only,sky,0.31893646717071533,931156
Full,0045:0033,fog,stereo_only,nonsky,0.3794291317462921,1142444
Full,0045:0033,fog,stereo_only,textureless,0.1123594120144844,983490
Full,0045:0033,fog,stereo_only,textured,0.5687057971954346,1090110
Full,0045:0033,fog,mono_only,valid,20.063737869262695,2073600
Full,0045:0033,fog,mono_only,sky,1.5928592681884766,931156
Full,0045:0033,fog,mono_only,nonsky,35.1185417175293,1142444
Full,0045:0033,fog,mono_only,textureless,3.6217422485351562,983490
Full,0045:0033,fog,mono_only,textured,34.8975944519043,1090110
E0,0045:0033,frost,fused,valid,19.233121871948242,2073600
E0,0045:0033,frost,fused,sky,42.058753967285156,931156
E0,0045:0033,frost,fused,nonsky,0.6289539933204651,1142444
E0,0045:0033,frost,fused,textureless,67.22134399414062,1144
E0,0045:0033,frost,fused,textured,19.20663070678711,2072456
Full,0045:0033,frost,fused,valid,3.1309664249420166,2073600
Full,0045:0033,frost,fused,sky,6.256162643432617,931156
Full,0045:0033,frost,fused,nonsky,0.5837546586990356,1142444
Full,0045:0033,frost,fused,textureless,5.167519569396973,1144
Full,0045:0033,frost,fused,textured,3.129842519760132,2072456
Full,0045:0033,frost,stereo_only,valid,3.1297879219055176,2073600
Full,0045:0033,frost,stereo_only,sky,6.25352144241333,931156
Full,0045:0033,frost,stereo_only,nonsky,0.5837652683258057,1142444
Full,0045:0033,frost,stereo_only,textureless,5.164484977722168,1144
Full,0045:0033,frost,stereo_only,textured,3.1286635398864746,2072456
Full,0045:0033,frost,mono_only,valid,14.940573692321777,2073600
Full,0045:0033,frost,mono_only,sky,23.22142219543457,931156
Full,0045:0033,frost,mono_only,nonsky,8.191219329833984,1142444
Full,0045:0033,frost,mono_only,textureless,18.112638473510742,1144
Full,0045:0033,frost,mono_only,textured,14.938825607299805,2072456
E0,0045:0033,snow,fused,valid,4.170535564422607,2073600
E0,0045:0033,snow,fused,sky,8.535382270812988,931156
E0,0045:0033,snow,fused,nonsky,0.6129445433616638,1142444
E0,0045:0033,snow,fused,textureless,0.9404417276382446,31557
E0,0045:0033,snow,fused,textured,4.220454692840576,2042043
Full,0045:0033,snow,fused,valid,0.7846148610115051,2073600
Full,0045:0033,snow,fused,sky,1.031477451324463,931156
Full,0045:0033,snow,fused,nonsky,0.5834083557128906,1142444
Full,0045:0033,snow,fused,textureless,0.09526371210813522,31557
Full,0045:0033,snow,fused,textured,0.7952679991722107,2042043
Full,0045:0033,snow,stereo_only,valid,0.7836726903915405,2073600
Full,0045:0033,snow,stereo_only,sky,1.0299274921417236,931156
Full,0045:0033,snow,stereo_only,nonsky,0.5829616189002991,1142444
Full,0045:0033,snow,stereo_only,textureless,0.09523426741361618,31557
Full,0045:0033,snow,stereo_only,textured,0.7943118810653687,2042043
Full,0045:0033,snow,mono_only,valid,9.25307559967041,2073600
Full,0045:0033,snow,mono_only,sky,4.430108070373535,931156
Full,0045:0033,snow,mono_only,nonsky,13.184064865112305,1142444
Full,0045:0033,snow,mono_only,textureless,1.9945911169052124,31557
Full,0045:0033,snow,mono_only,textured,9.365241050720215,2042043
E0,0045:0066,clean,fused,valid,0.5531662106513977,2073600
E0,0045:0066,clean,fused,sky,0.6403055787086487,957561
E0,0045:0066,clean,fused,nonsky,0.4784008860588074,1116039
E0,0045:0066,clean,fused,textureless,0.25585511326789856,540484
E0,0045:0066,clean,fused,textured,0.6579800844192505,1533116
Full,0045:0066,clean,fused,valid,0.5718327760696411,2073600
Full,0045:0066,clean,fused,sky,0.6717071533203125,957561
Full,0045:0066,clean,fused,nonsky,0.48614054918289185,1116039
Full,0045:0066,clean,fused,textureless,0.3017105460166931,540484
Full,0045:0066,clean,fused,textured,0.6670616269111633,1533116
Full,0045:0066,clean,stereo_only,valid,0.5719084143638611,2073600
Full,0045:0066,clean,stereo_only,sky,0.6719185709953308,957561
Full,0045:0066,clean,stereo_only,nonsky,0.4860999584197998,1116039
Full,0045:0066,clean,stereo_only,textureless,0.30219945311546326,540484
Full,0045:0066,clean,stereo_only,textured,0.6669917106628418,1533116
Full,0045:0066,clean,mono_only,valid,9.441913604736328,2073600
Full,0045:0066,clean,mono_only,sky,4.435473442077637,957561
Full,0045:0066,clean,mono_only,nonsky,13.73743724822998,1116039
Full,0045:0066,clean,mono_only,textureless,0.19128797948360443,540484
Full,0045:0066,clean,mono_only,textured,12.70312786102295,1533116
E0,0045:0066,fog,fused,valid,1.9640564918518066,2073600
E0,0045:0066,fog,fused,sky,3.6668272018432617,957561
E0,0045:0066,fog,fused,nonsky,0.5030806660652161,1116039
E0,0045:0066,fog,fused,textureless,3.3767151832580566,996078
E0,0045:0066,fog,fused,textured,0.658173680305481,1077522
Full,0045:0066,fog,fused,valid,0.40410172939300537,2073600
Full,0045:0066,fog,fused,sky,0.2801140546798706,957561
Full,0045:0066,fog,fused,nonsky,0.5104830265045166,1116039
Full,0045:0066,fog,fused,textureless,0.11909690499305725,996078
Full,0045:0066,fog,fused,textured,0.6675644516944885,1077522
Full,0045:0066,fog,stereo_only,valid,0.4041949510574341,2073600
Full,0045:0066,fog,stereo_only,sky,0.28006067872047424,957561
Full,0045:0066,fog,stereo_only,nonsky,0.5107022523880005,1116039
Full,0045:0066,fog,stereo_only,textureless,0.11897658556699753,996078
Full,0045:0066,fog,stereo_only,textured,0.6678555011749268,1077522
Full,0045:0066,fog,mono_only,valid,18.04771614074707,2073600
Full,0045:0066,fog,mono_only,sky,2.9824626445770264,957561
Full,0045:0066,fog,mono_only,nonsky,30.973684310913086,1116039
Full,0045:0066,fog,mono_only,textureless,4.9495110511779785,996078
Full,0045:0066,fog,mono_only,textured,30.1558895111084,1077522
E0,0045:0066,frost,fused,valid,19.77133560180664,2073600
E0,0045:0066,frost,fused,sky,42.048492431640625,957561
E0,0045:0066,frost,fused,nonsky,0.657532274723053,1116039
E0,0045:0066,frost,fused,textureless,25.989356994628906,3725
E0,0045:0066,frost,fused,textured,19.7601318359375,2069875
Full,0045:0066,frost,fused,valid,2.1733694076538086,2073600
Full,0045:0066,frost,fused,sky,3.887148857116699,957561
